3.509459638703192468e+02,-3.065319526400321593e+02
2.771547280962837476e+02,1.858628347101453357e+02
-2.464489978031702435e+02,-4.528952593086905267e+02
4.079047981724687588e+02,1.786500758620873057e+02
-9.347283542956081703e+01,-4.906526803936994270e+02
2.992647255069063021e+02,-1.949824707416358081e+02
2.366340763316837297e+02,1.902389236085725202e+02
-8.195869800187761030e+02,6.782264524216168411e+02
-3.509356664966322796e+02,2.236117550529686753e+02
-3.618963787182591432e+02,3.818525133134696716e+02
6.086861098295257761e+02,-9.250038560511664798e+01
-4.777674396381756878e+02,-2.508710587908171021e+02
-5.132754424622567058e+02,3.502499125088492065e+02
-2.247780529989611296e+02,-4.191085091822785813e+01
2.551477631708586671e+02,-4.224637362898998276e+02
-7.871088552617486300e+01,2.718826511590397104e+02
4.226233416825668314e+02,1.671367339014185234e+02
-3.541333348734103481e+01,5.069306292764341038e+02
2.719561602786259300e+02,3.751726190086782822e+02
1.251477228187625172e+02,1.349281467827897245e+02
6.634320706504607870e+02,-5.024759243846917229e+02
-4.134707031833821134e+02,2.119556628946799037e+02
5.044169438539950079e+01,-2.520980699437488965e+02
4.529572717351206848e+02,1.559578548758553040e+02
-5.819895234361538314e+02,-1.420534743383439888e+02
4.259104374664350416e+02,3.696862647720189443e+02
-1.581498826708205172e+02,-6.116229895595037078e+02
-9.244626116679435768e+01,8.635257985204690456e+00
-5.621262946354041787e+02,2.576712567171258570e+02
1.939763407232745180e+02,-5.381749246142371135e+01
-5.289405181731630137e+02,1.044741474031710737e+02
2.374443018823880323e+02,-5.963775520804380648e+01
-3.127747220270161961e+02,-2.950764778944070486e+02
7.827077148034075549e+01,9.302520855996978071e+02
1.615113915917565350e+02,6.598986574054931680e+02
9.327052499941050883e+02,-3.195932107005976945e+02
2.338221867968298966e+02,-2.646205504776706334e+02
-5.146236761806063669e+02,-1.244919854625252924e+02
2.089457292330591258e+02,3.045988285082919447e+02
-5.878191516943610395e+02,3.606659682109251435e+02
-5.625520343846203559e+02,1.932018757105222164e+02
9.340078241539434600e+01,2.881606622197263619e+02
3.023144245214722332e+02,4.873759265256994127e+02
3.100024636526442023e+01,6.196796790065722007e+02
1.228753971585541507e+02,-5.147484089869794843e+02
8.267493397226662637e+02,-1.860829117065416369e+02
-1.487757342058008305e+02,4.114763005090082970e+02
5.035988838682483220e+02,-2.864932983728164118e+02
4.784784560828861686e+02,3.616109781598680684e+02
2.641344478203254766e+02,2.055800770596245997e+00
2.732088992343342966e+02,-2.414659270456670583e+02
1.992399090894882363e+02,1.953324055297468931e+02
-1.184931785356120741e+02,4.662310553050204476e+02
-5.055060910358890425e+01,-5.218777887266581956e+02
3.290928093229428555e+02,-7.186735676881966128e+00
3.410315985086494379e+02,5.974052761636514788e+02
7.619220280098367084e+02,2.576426132730865106e+02
4.231963795493629732e+02,-5.306707662271744539e+02
9.463359021887530389e+02,-2.909694180555599132e+02
1.993655516946874400e+02,-9.229115912288345669e+01
1.373568031813893811e+02,-3.819571354228149858e+02
3.460431524617592913e+02,7.354240967018833430e+01
1.845529492882931208e+02,-6.306796165854436822e+02
3.554535337582649959e+02,-7.147109217308482698e+01
5.213623407756866754e+02,-4.471001335336467832e+02
2.214721722122908716e+02,5.720394844916298780e+02
-9.380363764515847436e+01,-6.623380930521209109e+01
3.581383538463822447e+02,-7.981849971084608342e+02
6.212636199249670881e+02,-3.281427377494123903e+02
7.041084264238844526e+02,-2.406379439636003781e+02
-7.030607047626408246e+01,4.297317886092300796e+02
3.940744996133929590e+02,6.770596241690397221e+01
-1.479829201351917689e+01,-3.194739205712741068e+02
4.982691704893064752e+02,-2.977934159741643612e+02
2.204863875264537114e+02,4.140495883407606357e+02
5.272274469343215060e+02,6.121694465615400986e+02
2.175613880028266749e+02,-4.846960939083536459e+02
9.233557943870417262e+01,-5.044834521708814634e+01
-3.959862069921076966e+01,-2.339551516804249047e+02
-3.838413607112448176e+02,5.691037045917362320e+02
3.329897761651329091e+01,7.134363853566891578e+01
-2.121252625834948162e+02,-3.748917925728203500e+02
1.178124889788625183e+02,-4.277752706730938144e+02
9.634333673222982952e+01,-3.478578099047732053e+02
-3.783894557871467441e+02,-2.593373828615613661e+02
2.166240957950852248e+02,-1.309809514631104150e+02
-4.120277690139673723e+02,-1.061273886461157048e+02
-5.481930523686899051e+02,2.884556368785623022e+02
-3.253747164954800724e+02,8.320322401587844752e+02
-9.314771600605887443e+02,4.957287499819216947e+01
4.518760511830671476e+02,4.336305826367258760e+02
2.700285913447832513e+02,-1.412523179499461605e+02
4.259933775987540230e+02,-2.088491707231321186e+02
-5.086744604532585754e+02,8.416422598274903066e+01
-2.020636077531468118e+02,-1.494942392635977910e+02
-1.006313365454782627e+02,-4.995687178268207163e+02
2.570261867755493146e+00,1.890442658616362337e+02
-1.987653591606993189e+02,-1.749371685326773616e+02
2.568275701363967300e+02,-2.971511930594472233e+02
1.532504291715841873e+02,-1.896670706484566722e+02
-7.991581269615755900e+02,2.150802973549323269e+02
-1.442437277469460923e+02,-2.504219018167524098e+02
-2.984441015357738252e+02,-3.150231295971295822e+02
-3.892570452353718906e+02,-4.436444406701251069e+02
-4.062989015963694897e+02,4.905207462894932746e+01
-1.062753435923780216e+02,1.163526965978229839e+02
2.826687914567835378e+02,2.563014234519438332e+02
-5.384852208444220878e+02,2.499362202979912411e+02
-1.874959259003911711e+02,-2.667143745870270095e+02
1.231878669208394541e+02,-3.538011225083532736e+02
-4.867986818834371547e+02,1.377076522243845602e+02
